scrubbed_family,scrubbed_species_binomial,latitude,longitude,date_collected,datasource,custodial_institution_codes,collection_code
Nyctaginaceae,Guapira laxiflora,-15.29333,-39.07528,4/26/1981,NY,NY,Herbarium
Nyctaginaceae,Guapira laxiflora,-15.15,-39.083,4/30/2000,NY,NY,Herbarium
Nyctaginaceae,Guapira laxiflora,-20.84917,-41.11278,12/9/1994,NY,NY,Herbarium
Nyctaginaceae,Guapira laxiflora,-15.29333,-39.07528,11/22/1983,NY,NY,Herbarium
Nyctaginaceae,Guapira laxiflora,-15.15,-39.083,7/27/1993,NY,NY,Herbarium
Nyctaginaceae,Guapira laxiflora,NA,NA,7/13/1993,NY,NY,Herbarium
Nyctaginaceae,Guapira laxiflora,NA,NA,4/25/1965,NY,NY,Herbarium
Nyctaginaceae,Guapira laxiflora,-19.82056,-40.27306,2/21/1994,NY,NY,Herbarium
Nyctaginaceae,Guapira laxiflora,-20.666944,-40.4975,2/20/1992,SpeciesLink,UFES,VIES
Nyctaginaceae,Guapira laxiflora,-14.27778,-38.99667,12/14/1992,NY,NY,Herbarium
Nyctaginaceae,Guapira laxiflora,NA,NA,1/18/1993,NY,NY,Herbarium
Nyctaginaceae,Guapira laxiflora,-20.600278,-40.466667,3/24/1998,SpeciesLink,UFES,VIES
Nyctaginaceae,Guapira laxiflora,-19.971389,-40.530278,11/17/1993,SpeciesLink,MBML,MBML-Herbario
Nyctaginaceae,Guapira laxiflora,NA,NA,3/30/1994,NY,NY,Herbarium
Nyctaginaceae,Guapira laxiflora,-14.49972222,-39.115,3/20/2004,NY,NY,Herbarium
Nyctaginaceae,Guapira laxiflora,-16.4625,-39.32528,4/6/1994,NY,NY,Herbarium
Nyctaginaceae,Guapira laxiflora,NA,NA,8/26/1994,NY,NY,Herbarium
Nyctaginaceae,Guapira laxiflora,NA,NA,1817-01-01,MO,MO,NA
Nyctaginaceae,Guapira laxiflora,NA,NA,4/9/2006,NY,NY,Herbarium
Nyctaginaceae,Guapira laxiflora,NA,NA,4/21/1999,NY,NY,Herbarium
Nyctaginaceae,Guapira laxiflora,-12.8694445,-39.4716667,12/1/2004,SpeciesLink,JBRJ,JBRJ_RB
Nyctaginaceae,Guapira laxiflora,-14.78583,-39.28028,5/7/1978,NY,NY,Herbarium
Nyctaginaceae,Guapira laxiflora,NA,NA,5/14/2001,NY,NY,Herbarium
Nyctaginaceae,Guapira laxiflora,NA,NA,1/30/1993,NY,NY,Herbarium
Nyctaginaceae,Guapira laxiflora,-20.867,-40.767,12/8/1994,NY,NY,Herbarium
Nyctaginaceae,Guapira laxiflora,-14.417,-39.017,7/1/1991,NY,NY,Herbarium
Nyctaginaceae,Guapira laxiflora,NA,NA,7/1/1991,NY,NY,Herbarium
Nyctaginaceae,Guapira laxiflora,NA,NA,2/1/1992,NY,NY,Herbarium
Nyctaginaceae,Guapira laxiflora,-15.155,-39.52333,1/31/1999,NY,NY,Herbarium
Nyctaginaceae,Guapira laxiflora,-20.600278,-40.466667,1/17/1998,SpeciesLink,UFES,VIES
Nyctaginaceae,Guapira laxiflora,-16.3861,-39.1797,3/21/1978,NY,NY,Herbarium
Nyctaginaceae,Guapira laxiflora,-15.29333,-39.07528,8/26/1993,NY,NY,Herbarium
Nyctaginaceae,Guapira laxiflora,-15.15,-39.0833333,5/1/1996,MO,"MO, NY",NA
Nyctaginaceae,Guapira leonis,NA,NA,5/6/1924,GBIF,US,Botany
Nyctaginaceae,Guapira leonis,NA,NA,1/1/1924,GBIF,Harvard University,GH
Nyctaginaceae,Guapira leonis,NA,NA,5/6/1924,GBIF,US,Botany
Nyctaginaceae,Guapira ligustrifolia,NA,NA,NA,GBIF,US,Botany
Nyctaginaceae,Guapira ligustrifolia,NA,NA,NA,GBIF,US,Botany
Nyctaginaceae,Guapira ligustrifolia,NA,NA,1/1/1922,GBIF,K,Herbarium
Nyctaginaceae,Guapira ligustrifolia,NA,NA,NA,GBIF,US,Botany
Nyctaginaceae,Guapira loefgrenii,-22,-49,1895-07-26,GBIF,F,Botany
Nyctaginaceae,Guapira longicuspis,NA,NA,7/29/1969,GBIF,S,S-Vascular
Nyctaginaceae,Guapira longicuspis,16.08111,-89.35083,7/29/1969,MO,MO,NA
Nyctaginaceae,Guapira longicuspis,NA,NA,7/29/1969,GBIF,S,S-Vascular
Nyctaginaceae,Guapira longicuspis,NA,NA,7/29/1969,GBIF,US,Botany
Nyctaginaceae,Guapira longicuspis,NA,NA,7/29/1969,GBIF,K,Herbarium
Nyctaginaceae,Guapira luteovirens,NA,NA,11/1/1901,GBIF,K,Herbarium
Nyctaginaceae,Guapira luteovirens,NA,NA,0002-11-30,GBIF,S,S-Vascular
Nyctaginaceae,Guapira luteovirens,NA,NA,10/1/1902,GBIF,S,S-Vascular
Nyctaginaceae,Guapira luteovirens,NA,NA,NA,NY,NY,Herbarium
Nyctaginaceae,Guapira marcano-bertii,NA,NA,5/26/1964,GBIF,L,L
Nyctaginaceae,Guapira marcano-bertii,5.816666667,-55.9166667,3/1/1954,U,U,NA
Nyctaginaceae,Guapira microphylla,6.9,-67.3,5/6/1977,MO,MO,NA
Nyctaginaceae,Guapira microphylla,10.63333,-63.66666,5/17/1981,MO,MO,NA
Nyctaginaceae,Guapira microphylla,NA,NA,8/7/1901,GBIF,K,Herbarium
Nyctaginaceae,Guapira microphylla,NA,NA,10/22/1982,MO,MO,NA
Nyctaginaceae,Guapira microphylla,NA,NA,7/19/1983,MO,MO,NA
Nyctaginaceae,Guapira microphylla,NA,NA,NA,MO,MO,NA
Nyctaginaceae,Guapira microphylla,7.73333,-66.85,4/24/1977,MO,NA,NA
Nyctaginaceae,Guapira microphylla,6.65,-68.166667,1/1/1979,SpeciesLink,INPA,INPA-Herbario
Nyctaginaceae,Guapira microphylla,NA,NA,4/16/1984,MO,MO,NA
Nyctaginaceae,Guapira microphylla,7.6666667,-62.5833333,2/1/1987,MO,MO,NA
Nyctaginaceae,Guapira microphylla,NA,NA,10/22/1982,MO,MO,NA
Nyctaginaceae,Guapira microphylla,11.0004,-64.0007167,4/21/1983,MO,MO,NA
Nyctaginaceae,Guapira microphylla,7.03333,-67.08333,4/27/1977,MO,NA,NA
Nyctaginaceae,Guapira microphylla,7.16666,-67.05,5/5/1977,MO,MO,NA
Nyctaginaceae,Guapira microphylla,10.63333,-63.66666,5/17/1981,MO,NA,NA
Nyctaginaceae,Guapira microphylla,6.65,-67.28333,2/21/1979,MO,MO,NA
Nyctaginaceae,Guapira microphylla,11.0008194,-64.0007136,4/21/1983,MO,MO,NA
Nyctaginaceae,Guapira microphylla,NA,NA,1/1/1901,GBIF,US,Botany
Nyctaginaceae,Guapira microphylla,7.6666667,-62.5833333,2/1/1987,MO,MO,NA
Nyctaginaceae,Guapira microphylla,11.0001389,-64.0006122,4/21/1983,MO,MO,NA
Nyctaginaceae,Guapira microphylla,NA,NA,1/1/1901,GBIF,Harvard University,GH
Nyctaginaceae,Guapira microphylla,NA,NA,1/1/1901,NY,NY,Herbarium
Nyctaginaceae,Guapira myrtiflora,8.75,-78.5,3/31/1982,MO,NA,NA
Nyctaginaceae,Guapira myrtiflora,NA,NA,5/13/1971,GBIF,F,Botany
Nyctaginaceae,Guapira myrtiflora,-12.83333,-69.28333,3/2/1981,MO,MO,NA
Nyctaginaceae,Guapira myrtiflora,NA,NA,NA,GBIF,US,Botany
Nyctaginaceae,Guapira myrtiflora,8.98333,-79.55,NA,SALVIAS,NA,NA
Nyctaginaceae,Guapira myrtiflora,-4,-75,11/18/1929,GBIF,F,Botany
Nyctaginaceae,Guapira myrtiflora,-12.8166667,-69.3,2/18/1984,MO,MO,NA
Nyctaginaceae,Guapira myrtiflora,9.144909859,-79.87789917,8/23/1996,CTFS,NA,NA
Nyctaginaceae,Guapira myrtiflora,-2.4,-79.58333,2/28/1992,MO,MO,NA
Nyctaginaceae,Guapira myrtiflora,9.125260353,-79.88529968,2/20/2001,CTFS,NA,NA
Nyctaginaceae,Guapira myrtiflora,9.151249886,-79.8553009,3/11/1981,CTFS,NA,NA
Nyctaginaceae,Guapira myrtiflora,NA,NA,6/22/1969,GBIF,F,Botany
Nyctaginaceae,Guapira myrtiflora,8.23333,-82.9,3/1/1973,MO,NA,NA
Nyctaginaceae,Guapira myrtiflora,15.4447222,-92.7466666,1/9/2008,MO,"HEM, MO",NA
Nyctaginaceae,Guapira myrtiflora,-1.5,-79.4167,2/4/1979,GBIF,F,Botany
Nyctaginaceae,Guapira myrtiflora,NA,NA,NA,MO,MO,NA
Nyctaginaceae,Guapira myrtiflora,NA,NA,8/16/1971,MO,MO,NA
Nyctaginaceae,Guapira myrtiflora,9.17936039,-79.82959747,10/16/1996,CTFS,NA,NA
Nyctaginaceae,Guapira myrtiflora,9.151249886,-79.8553009,1/3/2000,CTFS,NA,NA
Nyctaginaceae,Guapira myrtiflora,9.17936039,-79.82959747,10/16/1996,CTFS,NA,NA
Nyctaginaceae,Guapira myrtiflora,9.151249886,-79.8553009,1/3/2005,CTFS,NA,NA
Nyctaginaceae,Guapira myrtiflora,NA,NA,9/10/1989,MO,MO,NA
Nyctaginaceae,Guapira myrtiflora,9.151249886,-79.8553009,1/2/1995,CTFS,NA,NA
Nyctaginaceae,Guapira myrtiflora,9.151249886,-79.8553009,2/6/1990,CTFS,NA,NA
Nyctaginaceae,Guapira myrtiflora,9.143460274,-79.88249969,12/16/1996,CTFS,NA,NA
Nyctaginaceae,Guapira myrtiflora,9.151249886,-79.8553009,1/3/2000,CTFS,NA,NA
Nyctaginaceae,Guapira myrtiflora,9.156820297,-79.75170135,8/5/1996,CTFS,NA,NA
Nyctaginaceae,Guapira myrtiflora,-12.83333,-69.33333,9/18/1984,MO,MO,NA
Nyctaginaceae,Guapira myrtiflora,NA,NA,4/21/1971,GBIF,F,Botany
Nyctaginaceae,Guapira myrtiflora,9.151249886,-79.8553009,1/3/2005,CTFS,NA,NA
Nyctaginaceae,Guapira myrtiflora,NA,NA,12/14/1971,MO,"FTG, QCA",NA
Nyctaginaceae,Guapira myrtiflora,9.151249886,-79.8553009,1/2/1985,CTFS,NA,NA
Nyctaginaceae,Guapira myrtiflora,9.125260353,-79.88529968,2/20/2001,CTFS,NA,NA
Nyctaginaceae,Guapira myrtiflora,9.144909859,-79.87789917,8/23/1996,CTFS,NA,NA
Nyctaginaceae,Guapira myrtiflora,-12.7833,-69.2833,NA,SALVIAS,NA,NA
Nyctaginaceae,Guapira myrtiflora,4.35,-76.06666,9/9/1989,MO,MO,NA
Nyctaginaceae,Guapira myrtiflora,4.35,-76.06666,8/13/1989,MO,MO,NA
Nyctaginaceae,Guapira myrtiflora,9.187879562,-79.82099915,10/25/1996,CTFS,NA,NA
Nyctaginaceae,Guapira myrtiflora,9.151249886,-79.8553009,1/2/1995,CTFS,NA,NA
Nyctaginaceae,Guapira myrtiflora,NA,NA,5/20/1971,GBIF,F,Botany
Nyctaginaceae,Guapira myrtiflora,-17,-64.76666,9/1/1991,MO,MO,NA
Nyctaginaceae,Guapira myrtiflora,9.144619942,-79.85870361,9/11/1996,CTFS,NA,NA
Nyctaginaceae,Guapira myrtiflora,9.144619942,-79.85870361,9/11/1996,CTFS,NA,NA
Nyctaginaceae,Guapira myrtiflora,9.143460274,-79.88249969,12/16/1996,CTFS,NA,NA
Nyctaginaceae,Guapira myrtiflora,-2.45,-79.61666,12/28/1991,MO,NA,NA
Nyctaginaceae,Guapira myrtiflora,9.124699593,-79.90480042,1/30/2001,CTFS,NA,NA
Nyctaginaceae,Guapira myrtiflora,9.187879562,-79.82099915,10/25/1996,CTFS,NA,NA
Nyctaginaceae,Guapira myrtiflora,9.151249886,-79.8553009,1/2/1985,CTFS,NA,NA
Nyctaginaceae,Guapira myrtiflora,9.156820297,-79.75170135,8/5/1996,CTFS,NA,NA
Nyctaginaceae,Guapira myrtiflora,9.151249886,-79.8553009,3/11/1981,CTFS,NA,NA
Nyctaginaceae,Guapira myrtiflora,-12.83,-69.3,NA,SALVIAS,NA,NA
Nyctaginaceae,Guapira myrtiflora,9.151249886,-79.8553009,2/6/1990,CTFS,NA,NA
Nyctaginaceae,Guapira myrtiflora,10.36666,-75.13333,4/9/1989,MO,MO,NA
Nyctaginaceae,Guapira myrtiflora,8.98333,-79.55,NA,SALVIAS,NA,NA
Nyctaginaceae,Guapira myrtiflora,NA,NA,10/1/1929,GBIF,K,Herbarium
Nyctaginaceae,Guapira myrtiflora,NA,NA,5/20/1911,GBIF,US,Botany
Nyctaginaceae,Guapira myrtiflora,NA,NA,10/1/1929,GBIF,US,Botany
Nyctaginaceae,Guapira neblinensis,NA,NA,11/14/1957,NY,NY,Herbarium
Nyctaginaceae,Guapira neblinensis,NA,NA,4/10/1953,MO,MO,NA
Nyctaginaceae,Guapira noxia,-15.77972,-47.92944,10/19/1978,NY,NY,Herbarium
Nyctaginaceae,Guapira noxia,NA,NA,1843-01-01,NY,NY,Herbarium
Nyctaginaceae,Guapira noxia,NA,NA,NA,GBIF,ULM,Herbarium University Ulm
Nyctaginaceae,Guapira noxia,NA,NA,10/6/1965,NY,NY,Herbarium
Nyctaginaceae,Guapira noxia,-22.75,-48.416667,10/12/1972,SpeciesLink,UNESPIBB,BOTU
Nyctaginaceae,Guapira noxia,-22.75,-48.41666667,NA,GBIF,ULM,Herbarium University Ulm
Nyctaginaceae,Guapira noxia,NA,NA,10/15/1973,NY,NY,Herbarium
Nyctaginaceae,Guapira noxia,NA,NA,7/10/1941,MO,MO,NA
Nyctaginaceae,Guapira noxia,-9.122222,-37.133889,2/13/2008,SpeciesLink,IPA,IPA
Nyctaginaceae,Guapira noxia,-10.51944,-37.05139,4/20/2012,NY,NY,Herbarium
Nyctaginaceae,Guapira noxia,NA,NA,9/25/1965,NY,NY,Herbarium
Nyctaginaceae,Guapira noxia,-20.4859,-48.8699,5/10/2001,SpeciesLink,FAPESP,SinBiota
Nyctaginaceae,Guapira noxia,NA,NA,10/20/1965,NY,NY,Herbarium
Nyctaginaceae,Guapira noxia,-4,-75,2/23/1981,GBIF,F,Botany
Nyctaginaceae,Guapira noxia,-22.75,-48.416667,10/5/1974,SpeciesLink,UNESPIBB,BOTU
Nyctaginaceae,Guapira noxia,NA,NA,10/10/1965,NY,NY,Herbarium
Nyctaginaceae,Guapira noxia,NA,NA,10/12/1972,NY,NY,Herbarium
Nyctaginaceae,Guapira noxia,-15.766667,-47.866667,5/31/1993,SpeciesLink,UnB,UB
Nyctaginaceae,Guapira noxia,-15.77972,-47.92944,9/13/1965,NY,NY,Herbarium
Nyctaginaceae,Guapira noxia,NA,NA,11/9/1991,NY,NY,Herbarium
Nyctaginaceae,Guapira noxia,-22.75,-48.41666667,NA,GBIF,ULM,Herbarium University Ulm
Nyctaginaceae,Guapira noxia,-15.8666667,-47.85,9/15/2002,SpeciesLink,JBRJ,JBRJ_RB
Nyctaginaceae,Guapira noxia,-11.38944444,-37.41861111,3/3/2011,SpeciesLink,UFPB,JPB
Nyctaginaceae,Guapira noxia,NA,NA,1843-01-01,NY,NY,Herbarium
Nyctaginaceae,Guapira noxia,NA,NA,2/19/1972,NY,NY,Herbarium
Nyctaginaceae,Guapira noxia,-3.83333,-73.5,2/23/1981,MO,MO,NA
Nyctaginaceae,Guapira noxia,-20.339444,-46.806389,12/12/2008,SpeciesLink,UNICAMP,UEC
Nyctaginaceae,Guapira noxia,-10.733333,-49.566667,NA,SpeciesLink,UnB,UB
Nyctaginaceae,Guapira noxia,-12.25,-38.9666667,12/23/1995,SpeciesLink,JBRJ,JBRJ_RB
Nyctaginaceae,Guapira noxia,-15.7,-52.333333,NA,SpeciesLink,UnB,UB
Nyctaginaceae,Guapira noxia,NA,NA,11/19/1965,NY,NY,Herbarium
Nyctaginaceae,Guapira noxia,-15.7683334,-47.8961111,9/30/2002,SpeciesLink,JBRJ,JBRJ_RB
Nyctaginaceae,Guapira noxia,-14.558083,-55.958778,6/19/2006,SpeciesLink,FURB,FURB
Nyctaginaceae,Guapira noxia,-22.265,-47.7883,3/28/2007,SpeciesLink,FAPESP,SinBiota
Nyctaginaceae,Guapira noxia,-19.21666667,-47.95,NA,GBIF,ULM,Herbarium University Ulm
Nyctaginaceae,Guapira noxia,-22.4333,-46.95,8/1/1979,SpeciesLink,FAPESP,SinBiota
Nyctaginaceae,Guapira noxia,-22.2981,-48.9996,12/2/1999,SpeciesLink,FAPESP,SinBiota
Nyctaginaceae,Guapira noxia,-22.75,-48.416667,9/17/1970,SpeciesLink,UNESPIBB,BOTU
Nyctaginaceae,Guapira noxia,-22.558,-50.1365,10/6/1999,SpeciesLink,FAPESP,SinBiota
Nyctaginaceae,Guapira noxia,-22.1762,-47.8756,1/18/2001,SpeciesLink,FAPESP,SinBiota
Nyctaginaceae,Guapira noxia,-22.3233,-48.9604,12/3/1999,SpeciesLink,FAPESP,SinBiota
Nyctaginaceae,Guapira noxia,-4.83333,-73.75,9/13/1987,MO,MO,NA
Nyctaginaceae,Guapira noxia,-14.667,-52.333,9/25/1964,NY,NY,Herbarium
Nyctaginaceae,Guapira noxia,NA,NA,10/9/1980,NY,NY,Herbarium
Nyctaginaceae,Guapira noxia,-22.75,-48.41666667,NA,GBIF,ULM,Herbarium University Ulm
Nyctaginaceae,Guapira noxia,-22.75,-48.41666667,NA,GBIF,ULM,Herbarium University Ulm
Nyctaginaceae,Guapira noxia,-22.75,-48.41666667,NA,GBIF,ULM,Herbarium University Ulm
Nyctaginaceae,Guapira noxia,-22.75,-48.41666667,NA,GBIF,ULM,Herbarium University Ulm
Nyctaginaceae,Guapira noxia,-22.75,-48.41666667,NA,GBIF,ULM,Herbarium University Ulm
Nyctaginaceae,Guapira noxia,-22.75,-48.41666667,NA,GBIF,ULM,Herbarium University Ulm
Nyctaginaceae,Guapira noxia,-15.944722,-47.885278,3/10/2009,SpeciesLink,UnB,UB
Nyctaginaceae,Guapira noxia,-22.75,-48.41666667,NA,GBIF,ULM,Herbarium University Ulm
Nyctaginaceae,Guapira noxia,-22.75,-48.41666667,NA,GBIF,ULM,Herbarium University Ulm
Nyctaginaceae,Guapira noxia,-15.866667,-47.833333,NA,SpeciesLink,UnB,UB
Nyctaginaceae,Guapira noxia,-22.75,-48.41666667,NA,GBIF,ULM,Herbarium University Ulm
Nyctaginaceae,Guapira noxia,-22.75,-48.41666667,NA,GBIF,ULM,Herbarium University Ulm
Nyctaginaceae,Guapira noxia,-22.75,-48.41666667,NA,GBIF,ULM,Herbarium University Ulm
Nyctaginaceae,Guapira noxia,-22.75,-48.41666667,NA,GBIF,ULM,Herbarium University Ulm
Nyctaginaceae,Guapira noxia,-22.75,-48.41666667,NA,GBIF,ULM,Herbarium University Ulm
Nyctaginaceae,Guapira noxia,-15.8666667,-47.85,9/16/1999,SpeciesLink,JBRJ,JBRJ_RB
Nyctaginaceae,Guapira noxia,-22.75,-48.41666667,NA,GBIF,ULM,Herbarium University Ulm
Nyctaginaceae,Guapira noxia,-17.9247223,-44.2397222,11/8/2007,SpeciesLink,JBRJ,JBRJ_RB
Nyctaginaceae,Guapira noxia,-22.1702,-51.2087,2/23/2000,SpeciesLink,FAPESP,SinBiota
Nyctaginaceae,Guapira noxia,-22.3714,-50.9788,2/24/2000,SpeciesLink,FAPESP,SinBiota
Nyctaginaceae,Guapira noxia,NA,NA,1848-01-01,GBIF,K,Herbarium
Nyctaginaceae,Guapira noxia,-15.866667,-47.833333,10/25/2003,SpeciesLink,UFS,ASE
Nyctaginaceae,Guapira noxia,-19.2727778,-43.6025,9/23/2007,SpeciesLink,JBRJ,JBRJ_RB
Nyctaginaceae,Guapira noxia,-22.75,-48.416667,10/12/1972,SpeciesLink,UNESPIBB,BOTU
Nyctaginaceae,Guapira noxia,-15.77972,-47.92944,1/30/1963,NY,NY,Herbarium
Nyctaginaceae,Guapira noxia,NA,NA,5/18/1976,NY,NY,Herbarium
Nyctaginaceae,Guapira noxia,-22.108,-48.051,2/27/2001,SpeciesLink,FAPESP,SinBiota
Nyctaginaceae,Guapira noxia,-22.3553,-49.0297,8/9/2006,SpeciesLink,FAPESP,SinBiota
Nyctaginaceae,Guapira noxia,NA,NA,9/4/1965,NY,NY,Herbarium
Nyctaginaceae,Guapira noxia,NA,NA,1/1/1967,NY,NY,Herbarium
Nyctaginaceae,Guapira noxia,NA,NA,NA,NY,NY,Herbarium
Nyctaginaceae,Guapira noxia,-22.2882,-49.01,12/2/1999,SpeciesLink,FAPESP,SinBiota
Nyctaginaceae,Guapira noxia,NA,NA,8/17/1968,NY,NY,Herbarium
Nyctaginaceae,Guapira noxia,-12.81666,-51.76666,8/17/1968,MO,MO,NA
Nyctaginaceae,Guapira noxia,-15.667,-52.333,8/26/1972,NY,NY,Herbarium
Nyctaginaceae,Guapira noxia,-15.667,-52.333,8/26/1972,NY,NY,Herbarium
Nyctaginaceae,Guapira noxia,-15.5333333,-47.85,8/25/2000,SpeciesLink,JBRJ,JBRJ_RB
Nyctaginaceae,Guapira noxia,NA,NA,8/29/1963,NY,NY,Herbarium
Nyctaginaceae,Guapira noxia,-22.3714,-50.9788,2/24/2000,SpeciesLink,FAPESP,SinBiota
Nyctaginaceae,Guapira noxia,-11.38944,-37.41861,3/3/2011,NY,NY,Herbarium
Nyctaginaceae,Guapira noxia,-22.75,-48.416667,8/29/1970,SpeciesLink,UNESPIBB,BOTU
Nyctaginaceae,Guapira noxia,-15.8525,-48.95917,9/4/1971,NY,NY,Herbarium
Nyctaginaceae,Guapira noxia,-12.817,-51.767,9/20/1968,NY,NY,Herbarium
Nyctaginaceae,Guapira noxia,NA,NA,NA,GBIF,MBM,"Museu Botanico Municipal Curritiba, Brasilia"
Nyctaginaceae,Guapira noxia,-18.24944,-43.60028,11/23/1985,NY,NY,Herbarium
Nyctaginaceae,Guapira noxia,-22.4778,-51.3148,3/30/2000,SpeciesLink,FAPESP,SinBiota
Nyctaginaceae,Guapira noxia,-23.45,-48.417,11/10/1983,NY,NY,Herbarium
Nyctaginaceae,Guapira noxia,-15.77972,-47.92944,10/2/1980,NY,NY,Herbarium
Nyctaginaceae,Guapira noxia,-15.866667,-47.816667,NA,SpeciesLink,UnB,UB
Nyctaginaceae,Guapira noxia,-11.389444,-37.418611,3/3/2011,SpeciesLink,UFS,ASE
Nyctaginaceae,Guapira noxia,NA,NA,11/26/1965,NY,NY,Herbarium
Nyctaginaceae,Guapira noxia,-22.75,-48.416667,9/23/1971,SpeciesLink,UNESPIBB,BOTU
Nyctaginaceae,Guapira noxia,NA,NA,1/1/1946,MO,MO,NA
Nyctaginaceae,Guapira noxia,NA,NA,10/15/1973,MO,MO,NA
Nyctaginaceae,Guapira noxia,-16.7828,-47.9477,9/26/2007,SpeciesLink,UnB,UB
Nyctaginaceae,Guapira noxia,-15.77972,-47.92944,2/25/1980,NY,NY,Herbarium
Nyctaginaceae,Guapira noxia,-18.24944,-43.60028,11/23/1985,NY,NY,Herbarium
Nyctaginaceae,Guapira noxia,-15.58333333,-47.58333333,NA,GBIF,ULM,Herbarium University Ulm
Nyctaginaceae,Guapira noxia,-15.85,-47.833333,NA,SpeciesLink,UnB,UB
Nyctaginaceae,Guapira noxia,-15.783333,-49.133333,11/24/2001,SpeciesLink,UnB,UB
Nyctaginaceae,Guapira noxia,-22.75,-48.416667,5/18/1971,SpeciesLink,UNESPIBB,BOTU
Nyctaginaceae,Guapira noxia,-15.85,-47.816667,9/12/2008,SpeciesLink,UnB,UB
Nyctaginaceae,Guapira noxia,-20.0858,-47.4381,4/4/2001,SpeciesLink,FAPESP,SinBiota
Nyctaginaceae,Guapira noxia,-22.5755,-50.0583,9/30/1999,SpeciesLink,FAPESP,SinBiota
Nyctaginaceae,Guapira noxia,-22.75,-48.416667,8/14/1970,SpeciesLink,UNESPIBB,BOTU
Nyctaginaceae,Guapira noxia,-23.353,-48.5184,6/6/2001,SpeciesLink,FAPESP,SinBiota
Nyctaginaceae,Guapira noxia,-22.3233,-48.9604,11/30/1999,SpeciesLink,FAPESP,SinBiota
Nyctaginaceae,Guapira noxia,-16.033333,-47.65,NA,SpeciesLink,UnB,UB
Nyctaginaceae,Guapira noxia,-22.2223,-51.0436,2/22/2000,SpeciesLink,FAPESP,SinBiota
Nyctaginaceae,Guapira noxia,-16.733333,-52.616667,NA,SpeciesLink,UnB,UB
Nyctaginaceae,Guapira noxia,-8.428611,-37.011944,2/21/2006,SpeciesLink,IPA,IPA
Nyctaginaceae,Guapira noxia,-17.25,-53.35,NA,SpeciesLink,UnB,UB
Nyctaginaceae,Guapira noxia,NA,NA,9/20/1977,MO,MO,NA
Nyctaginaceae,Guapira noxia,-15.95,-47.9,NA,SpeciesLink,UnB,UB
Nyctaginaceae,Guapira noxia,-22.2583,-47.1667,10/1/1979,SpeciesLink,FAPESP,SinBiota
Nyctaginaceae,Guapira noxia,-10.016667,-48.3,NA,SpeciesLink,UnB,UB
Nyctaginaceae,Guapira noxia,-8.428611,-37.011944,2/21/2006,SpeciesLink,IPA,IPA
Nyctaginaceae,Guapira noxia,-16.7809,-47.936,10/22/2007,SpeciesLink,UnB,UB
Nyctaginaceae,Guapira noxia,-15.116667,-55.1,10/8/1997,SpeciesLink,ESALQ,ESA
Nyctaginaceae,Guapira noxia,-15.8125,-48.763333,NA,SpeciesLink,UnB,UB
Nyctaginaceae,Guapira noxia,-22.2223,-51.0436,2/22/2000,SpeciesLink,FAPESP,SinBiota
Nyctaginaceae,Guapira noxia,-15.966667,-47.916667,NA,SpeciesLink,UnB,UB
Nyctaginaceae,Guapira noxia,-15.95,-47.9,1/1/1981,SpeciesLink,INPA,INPA-Herbario
Nyctaginaceae,Guapira noxia,-15.765833,-47.856111,9/14/2006,SpeciesLink,UnB,UB
Nyctaginaceae,Guapira noxia,NA,NA,8/29/1963,MO,MO,NA
Nyctaginaceae,Guapira noxia,-10.244654,-65.32196,7/26/1968,MO,MO,NA
Nyctaginaceae,Guapira noxia,NA,NA,2/25/1980,MO,MO,NA
Nyctaginaceae,Guapira noxia,-14,-47,1/1/1965,SpeciesLink,INPA,INPA-Herbario
Nyctaginaceae,Guapira noxia,-15.866667,-47.833333,10/25/2003,SpeciesLink,UFS,ASE
Nyctaginaceae,Guapira noxia,-12.81666,-51.76666,9/20/1968,MO,MO,NA
Nyctaginaceae,Guapira noxia,-15.733333,-47.916667,NA,SpeciesLink,UnB,UB
Nyctaginaceae,Guapira noxia,-21.6667,-47.8167,3/1/1977,SpeciesLink,FAPESP,SinBiota
Nyctaginaceae,Guapira noxia,-15.866667,-47.816667,NA,SpeciesLink,UnB,UB
Nyctaginaceae,Guapira noxia,-21.6169,-47.6,1/1/1987,SpeciesLink,FAPESP,SinBiota
Nyctaginaceae,Guapira noxia,-22.3546,-49.0319,12/1/1999,SpeciesLink,FAPESP,SinBiota
Nyctaginaceae,Guapira noxia,-21.4574,-49.8198,8/30/2000,SpeciesLink,FAPESP,SinBiota
Nyctaginaceae,Guapira noxia,-20.2394,-47.3972,4/4/2001,SpeciesLink,FAPESP,SinBiota
Nyctaginaceae,Guapira noxia,-21.633333,-47.6,9/1/1985,SpeciesLink,IF,SPSF
Nyctaginaceae,Guapira noxia,-22.25,-47.1333,9/15/1999,SpeciesLink,FAPESP,SinBiota
Nyctaginaceae,Guapira noxia,-22.6214,-48.9921,11/17/1999,SpeciesLink,FAPESP,SinBiota
Nyctaginaceae,Guapira noxia,-20.1225,-47.3861,4/3/2001,SpeciesLink,FAPESP,SinBiota
Nyctaginaceae,Guapira noxia,-20.4859,-48.8699,5/10/2001,SpeciesLink,FAPESP,SinBiota
Nyctaginaceae,Guapira noxia,-22.75,-48.416667,3/5/1973,SpeciesLink,UNESPIBB,BOTU
Nyctaginaceae,Guapira noxia,-14.6666667,-52.3333333,9/25/1964,SpeciesLink,JBRJ,JBRJ_RB
